TBL_NM,ITM_NM_ENG,ITM_ID,ORG_ID,C1_OBJ_NM,C2_OBJ_NM,C3_OBJ_NM,C2,C1_NM_ENG,C2_NM_ENG,C3_NM_ENG,LST_CHN_DE,PRD_DE,ITM_NM,TBL_ID,C1_OBJ_NM_ENG,C2_OBJ_NM_ENG,C3_OBJ_NM_ENG,C3,DT,PRD_SE,C1,C1_NM,C2_NM,C3_NM
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Sex ratio(males per 100 females),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,13,101.6,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,성비(여자1백명당)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Sex ratio(males per 100 females),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,13,101.7,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,성비(여자1백명당)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population Growth Rate,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,0.32,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population Growth Rate,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,0.27,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population Growth Rate,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,0.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population Growth Rate,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,0.13,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population Growth Rate,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,0.06,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,1.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,1.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,1.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,1.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,1.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,0-14 years old(persons),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,52866,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,0-14 years old(persons),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,52435,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,0-14 years old(persons),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,51915,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,0-14 years old(persons),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,51296,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,0-14 years old(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,50586,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,15-64 years old(persons),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,299904,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,15-64 years old(persons),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,298305,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,15-64 years old(persons),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,296973,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,15-64 years old(persons),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,295525,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,15-64 years old(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,293835,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,65 years old and over(persons),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,135659,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,65 years old and over(persons),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,138994,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,65 years old and over(persons),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,141837,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,65 years old and over(persons),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,144550,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,65 years old and over(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,147238,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 0-14 years old,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,10.8,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 0-14 years old,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,10.7,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 0-14 years old,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,10.6,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 0-14 years old,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,10.4,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 0-14 years old,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,10.3,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 15-64 years old,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,61.4,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 15-64 years old,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,60.9,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 15-64 years old,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,60.5,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 15-64 years old,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,60.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 15-64 years old,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,59.8,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 65 years old and over,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,27.8,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 65 years old and over,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,28.4,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 65 years old and over,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,28.9,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 65 years old and over,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,29.4,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Population percentage(%): 65 years old and over,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,29.9,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(total),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,62.9,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(total),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,64.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(total),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,65.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(total),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,66.3,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(total),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,67.3,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(child),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,17.6,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(child),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,17.6,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(child),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,17.5,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(child),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,17.4,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(child),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,17.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(old-age),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,42,45.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(old-age),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,42,46.6,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(old-age),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,42,47.8,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(old-age),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,42,48.9,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Dependency ratio(old-age),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,42,50.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Aging index,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,50,256.6,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노령화지수
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Aging index,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,50,265.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노령화지수
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Aging index,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,50,273.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노령화지수
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Aging index,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,50,281.8,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노령화지수
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Aging index,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,50,291.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,노령화지수
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Median age,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,60,51.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,중위연령(세)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Median age,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,60,51.7,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,중위연령(세)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Median age,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,60,52.2,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,중위연령(세)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Median age,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,60,52.6,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,중위연령(세)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,29,Low,Sejong,Median age,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,60,53.1,A,3,저위 추계(최소인구 추계: 출산율-저위 / 기대수명-저위 / 국제이동-저위 / 국내이동-중위),세종특별자치시,중위연령(세)
